"y4_hhid","qx_type","interview_status","PID","id_code","hh_c02","hh_c03","hh_c04","hh_c05_1","hh_c05_2a","hh_c05_2b","hh_c05_2_oth","hh_c05_3","hh_c05_4a","hh_c05_4b","hh_c05_4_oth","hh_c05_5","hh_c06","hh_c07a","hh_c07b","hh_c07_oth","hh_c08","hh_c09","hh_c10","hh_c11","hh_c12","hh_c13","hh_c14","hh_c14_oth","hh_c15","hh_c16","hh_c17","hh_c18","hh_c18_oth","hh_c19a","hh_c19b","hh_c20","hh_c21","hh_c21_oth","hh_c22a","hh_c22b","hh_c22c","hh_c22d","hh_c22e","hh_c22f","hh_c22g","hh_c22h","hh_c22i","hh_c22j","hh_c22k","hh_c22l","hh_c23filtera","hh_c23a_1","hh_c23a_2","hh_c23a_3","hh_c23filter","hh_c23b_1","hh_c23b_2","hh_c24","hh_c25"
"2317-001",1,1,"296502",2,,1,,1,1,,,1,1,,,1,1,,,,6,1,6,2,,2,2,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2317-001",1,1,"296503",3,,2,2,1,1,,,1,1,,,1,1,,,,6,1,4,1,6,1,,,,11,1,1,,15,1,2,,,0,6000,1820,3300,0,2250,0,0,2100,18000,0,33470,1,1,2,,,,,2,
"2317-001",1,1,"296504",4,,2,2,1,1,,,1,1,,,1,1,,,,3,1,4,1,3,1,,,,11,1,1,,15,1,2,,,0,0,480,1500,0,2250,0,0,0,18000,0,22230,1,1,2,,,,,2,
"2317-001",1,1,"296505",5,,2,2,2,,,,1,1,,,1,1,,,,3,1,4,1,3,1,,,,11,1,1,,15,1,2,,,0,0,480,1500,0,2250,0,0,0,18000,0,22230,1,1,2,,,,,2,
"2317-001",1,1,"4231700106",6,,2,2,1,1,,,1,1,,,1,1,,,,8,1,6,1,8,1,,,,11,1,1,,15,1,2,,,0,10000,1500,0,0,1500,0,0,3500,18000,0,34500,2,,,,1,3,,2,
"2317-001",1,1,"4231700107",7,,2,2,1,1,,,1,1,,,1,1,,,,8,1,6,1,7,1,,,,11,1,1,,15,1,2,,,0,10000,1500,0,0,1500,0,0,3500,18000,0,34500,2,,,,1,3,,2,
"2319-002",1,1,"296700102",2,,1,,1,1,,,1,1,,,1,1,,,,12,4,7,2,,2,2,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2319-002",1,1,"296700104",4,,2,2,1,1,,,1,1,,,1,1,,,,5,1,5,1,4,1,,,,11,1,1,,5,1,2,,,0,20000,5000,3000,0,1000,0,0,0,2000,0,31000,1,2,,,,,,2,
"2319-002",1,1,"4231900205",5,,2,2,1,1,,,1,1,,,1,1,,,,10,3,7,2,,2,2,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2320-001",1,1,"296700201",1,,1,,1,1,,,1,1,,,1,1,,,,6,1,10,2,,2,4,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2320-001",1,1,"3183400104",4,,1,,1,1,,,1,1,,,1,1,,,,6,1,7,1,5,1,,,,11,1,1,,20,1,2,,,0,0,4900,3500,0,1200,0,0,1500,10000,0,21100,1,1,,,,,,2,
"2321-002",1,3,"296700602",1,,2,5,1,1,,,1,1,,,1,1,,,,7,1,6,2,,2,7,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2321-002",1,3,"296700603",2,,2,5,2,,,,2,,,,1,1,,,,2,1,6,1,1,1,,,,11,1,1,,5,1,2,,,0,0,1500,2500,0,1500,0,0,150,2000,0,7650,1,5,,,,,,2,
"2321-002",1,3,"3183500205",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2321-002",1,3,"4232100205",5,,1,,1,1,,,1,1,,,1,1,,,,12,4,7,2,,2,2,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2321-004",1,3,"296700604",2,,1,,1,1,,,1,1,,,1,1,,,,6,1,6,2,,2,7,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2321-004",1,3,"4232100401",1,,2,2,1,1,,,1,1,,,1,1,,,,8,1,7,2,,2,7,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2322-001",2,2,"296800104",4,,2,2,2,,,,2,,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2322-001",2,2,"296801",2,,1,,1,1,,,1,1,,,1,1,,,,8,2,6,2,,2,2,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2322-001",2,2,"296803",3,,2,2,1,1,,,1,1,,,1,1,,,,6,1,6,1,5,1,,,,11,1,1,,30,1,2,,,0,6000,2000,5000,0,1500,0,0,500,0,0,15000,1,1,,,,,,2,
"2322-001",2,2,"296804",1,,2,2,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,2,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2322-001",2,2,"3183600105",5,,2,2,1,1,,,1,1,,,1,1,,,,7,1,6,1,6,1,,,,11,1,1,,5,1,2,,,0,0,2000,0,0,1500,0,0,500,0,0,4000,1,1,,,,,,2,
"2323-001",1,1,"296901",1,,2,6,1,1,,,1,1,,,1,1,,,,3,1,8,2,,2,4,,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2323-001",1,1,"296905",3,,2,6,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2323-001",1,1,"296906",4,,1,,1,1,,,1,1,,,1,1,,,,10,2,6,1,9,1,,,,22,1,1,,30,1,1,2,,19500,0,50000,0,0,0,0,0,0,18000,0,87500,1,1,,,,,,2,
"2323-001",1,1,"296907",5,,2,6,1,1,,,1,1,,,1,1,,,,8,1,6,1,7,1,,,,11,1,1,,30,1,2,,,0,0,15000,0,0,2250,0,0,2500,12000,0,31750,1,1,,,,,,2,
"2323-001",1,1,"4232300106",6,,1,,2,,,,2,,,,1,1,,,,2,1,6,2,,2,5,,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2323-001",1,1,"4232300107",7,,2,6,1,1,,,1,1,,,1,1,,,,9,2,6,2,,2,4,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2323-001",1,1,"4232300109",9,,2,6,1,1,,,1,1,,,1,1,,,,2,1,5,1,1,1,,,,11,1,1,,30,1,2,,,0,0,2000,900,0,2250,0,0,0,9000,0,14150,1,1,,,,,,2,
"2323-001",1,1,"4232300110",10,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2323-001",1,1,"4232300111",11,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2324-002",1,1,"296900402",1,,1,,2,,,,2,,,,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2325-001",2,2,"297000102",2,,2,3,1,1,,,1,1,,,1,1,,,,10,3,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2325-001",2,2,"297000103",3,,1,,1,1,,,1,1,,,1,1,,,,21,6,8,2,,1,,,,32,2,,,,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,1,1,,1,1
"2325-001",2,2,"297000104",4,,2,3,1,1,,,1,1,,,1,1,,,,10,2,5,1,9,1,,,,26,2,,,,,2,,,200000,4500,15000,12500,0,0,16000,0,0,100000,0,,1,1,,,,,,2,
"2325-001",2,2,"297001",1,,2,3,1,1,,,1,1,,,1,1,,,,12,4,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2326-001",1,1,"297100201",1,,1,,2,,,,2,,,,1,1,,,,1,1,6,2,,2,2,,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2326-001",1,1,"297102",2,,2,1,2,,,,2,,,,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2327-001",2,2,"297200105",5,,2,1,1,1,,,1,1,,,1,1,,,,5,1,5,1,5,1,,,,11,1,1,,15,1,2,,,1000,0,2500,2000,0,0,0,0,0,0,0,5500,1,1,,,,,,2,
"2327-001",2,2,"297201",1,,1,,1,1,,,1,1,,,1,1,,,,12,4,7,2,,2,4,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2327-001",2,2,"297202",2,,2,1,1,1,,,1,1,,,1,1,,,,12,4,8,2,,2,4,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2327-001",2,2,"297203",3,,2,1,1,1,,,1,1,,,1,1,,,,12,3,6,1,12,1,,,,22,1,1,,20,1,2,,,0,0,4000,3500,0,500,0,0,1000,0,0,9000,2,,,,1,1,,2,
"2327-001",2,2,"297204",4,,2,1,1,1,,,1,1,,,1,1,,,,7,1,7,1,7,1,,,,11,1,1,,15,1,2,,,1000,0,4000,5000,0,0,0,0,0,0,0,10000,1,1,,,,,,2,
"2327-001",2,2,"4232700106",6,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2328-001",1,1,"297301",1,,1,,1,1,,,1,1,,,1,1,,,,6,1,4,2,,2,2,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2328-001",1,1,"4232800102",2,,1,,1,1,,,1,1,,,1,1,,,,10,2,6,2,,2,2,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2328-001",1,1,"4232800103",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2328-002",1,1,"297302",2,,1,,2,,,,2,,,,2,1,,,,5,1,9,2,,2,5,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2328-002",1,1,"4232800201",1,,1,,1,1,,,1,1,,,1,1,,,,3,1,6,2,,2,2,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2328-002",1,1,"4232800203",3,,2,2,1,1,,,2,,,,2,1,,,,3,1,6,1,3,1,,,,11,1,1,,45,1,2,,,4000,0,2500,0,0,600,0,0,1800,3600,0,12500,1,1,2,,,,,2,
"2328-002",1,1,"4232800204",4,,2,2,2,,,,2,,,,2,1,,,,1,1,7,2,,1,,,,11,1,1,,45,1,2,,,5000,0,1000,0,0,600,0,0,1800,1800,0,10200,1,2,,,,,,2,
"2328-002",1,1,"4232800205",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2329-001",2,2,"297401",1,,1,,1,1,,,1,1,,,1,1,,,,18,8,6,2,,2,1,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2329-001",2,2,"297402",2,,2,1,1,1,,,1,1,,,1,1,,,,18,8,5,2,,2,1,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2329-001",2,2,"297405",3,,2,1,1,1,,,1,1,,,1,1,,,,18,7,4,2,,2,1,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2329-001",2,2,"3184400105",4,,2,1,1,1,,,1,1,,,1,1,,,,16,7,5,2,,2,1,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2330-004",2,4,"297404",1,,1,,1,1,,,1,1,,,1,1,,,,17,6,6,2,,2,6,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2331-001",2,2,"297403",2,,2,1,1,1,,,1,1,,,1,1,,,,18,6,7,2,,2,4,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2331-001",2,2,"3184500101",1,,1,,1,1,,,1,1,,,1,1,,,,19,7,8,2,,2,4,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2331-001",2,2,"3184500103",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2331-001",2,2,"4233100105",5,,2,1,1,1,,,1,1,,,1,1,,,,10,2,9,1,10,1,,,,26,1,1,,30,1,2,,,0,0,5000,3500,0,0,0,0,1000,0,0,9500,1,1,,,,,,2,
"2332-002",1,1,"297501",2,,1,,1,1,,,1,1,,,1,1,,,,12,4,5,2,,2,2,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2332-002",1,1,"3184600105",5,,1,,1,1,,,1,1,,,1,1,,,,10,2,5,1,9,1,,,,21,1,3,,30,1,2,,,22500,0,8300,2500,0,0,8000,0,0,3000,0,44300,1,2,,,,,,1,1
"2333-001",2,2,"297801",1,,2,2,1,1,,,1,1,,,1,1,,,,6,1,7,2,,2,4,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2333-001",2,2,"297802",2,,1,,1,1,,,1,1,,,2,1,,,,6,1,6,2,,2,4,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2333-001",2,2,"297803",3,,2,2,1,1,,,1,1,,,1,1,,,,7,1,5,1,7,1,,,,11,1,1,,5,1,2,,,1500,0,3000,3000,0,0,0,0,500,0,0,8000,1,1,,,,,,2,
"2333-001",2,2,"297804",4,,2,2,1,1,,,2,,,,2,1,,,,6,1,7,1,6,1,,,,11,1,1,,5,1,2,,,1500,0,1500,3000,0,0,0,0,500,0,0,6500,1,1,,,,,,2,
"2333-001",2,2,"297805",5,,2,2,1,1,,,1,1,,,2,1,,,,4,1,5,1,3,1,,,,11,1,1,,5,1,2,,,1500,0,1500,3000,0,0,0,0,500,0,0,6500,1,1,,,,,,2,
"2333-001",2,2,"3184700107",6,,2,2,2,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2333-001",2,2,"4233300107",7,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2333-001",2,2,"4233300108",8,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2333-001",2,2,"4233300109",9,,1,,1,1,,,1,1,,,1,1,,,,6,1,8,1,5,1,,,,11,1,1,,45,1,2,,,1500,0,3000,3500,0,0,0,0,1500,0,0,9500,2,,,,1,1,,2,
"2334-001",1,1,"300900106",6,,2,2,2,,,,2,,,,2,1,,,,1,1,5,1,1,1,,,,11,1,1,,20,1,2,,,0,4500,2050,2000,0,1200,0,0,0,2000,0,11750,1,1,,,,,,2,
"2334-001",1,1,"300901",1,,2,2,1,1,,,1,1,,,1,1,,,,12,4,7,2,,2,2,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2334-001",1,1,"300902",2,,1,,1,1,,,1,1,,,1,1,,,,2,2,7,2,,2,4,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2334-001",1,1,"300903",3,,2,2,1,1,,,1,1,,,1,1,,,,5,1,6,1,5,1,,,,11,1,1,,20,1,2,,,0,4500,1300,2000,0,1200,0,0,1500,4500,0,15000,1,1,,,,,,2,
"2334-001",1,1,"300904",4,,2,2,1,1,,,1,1,,,1,1,,,,5,1,6,1,4,1,,,,11,1,1,,20,1,2,,,0,4500,4000,2000,0,1200,0,0,1500,4500,0,17700,1,1,,,,,,2,
"2334-001",1,1,"300905",5,,2,2,2,,,,2,,,,2,1,,,,3,1,6,1,3,1,,,,11,1,1,,20,1,2,,,0,4500,2420,2000,0,1200,0,0,1500,3800,0,15420,1,1,,,,,,2,
"2334-001",1,1,"4233400107",7,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2335-001",2,2,"301001",1,,2,2,1,1,,,1,1,,,1,1,,,,9,2,6,2,,2,2,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2335-001",2,2,"4233500102",2,,1,,1,1,,,1,1,,,1,1,,,,7,1,8,2,,2,2,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2335-001",2,2,"4233500104",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2335-001",2,2,"4233500105",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2335-002",2,4,"3184900102",9,,2,2,1,1,,,1,1,,,1,1,,,,7,1,6,1,7,1,,,,11,1,1,,30,1,2,,,0,0,0,0,0,800,0,0,500,0,0,1300,1,1,,,,,,2,
"2335-002",2,4,"4233500201",1,,2,2,2,,,,2,,,,1,1,,,,2,1,12,2,,2,2,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2335-002",2,4,"4233500202",2,,1,,1,1,,,1,1,,,1,1,,,,6,1,6,2,,2,2,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2335-002",2,4,"4233500203",3,,2,2,1,1,,,1,1,,,1,1,,,,7,1,7,1,7,1,,,,11,1,1,,30,1,2,,,0,0,2500,0,0,800,0,0,1500,0,0,4800,1,1,,,,,,2,
"2335-002",2,4,"4233500205",5,,2,2,2,,,,1,1,,,1,1,,,,2,1,6,1,1,1,,,,11,1,1,,30,1,2,,,0,0,500,0,0,800,0,0,0,700,0,2000,1,1,,,,,,2,
"2335-002",2,4,"4233500206",6,,2,2,2,,,,2,,,,2,1,,,,1,1,6,1,0,1,,,,11,1,1,,30,1,2,,,0,0,0,0,0,0,0,0,0,0,1500,1500,1,1,,,,,,2,
"2335-002",2,4,"4233500207",7,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2335-002",2,4,"4233500208",8,,2,2,1,1,,,2,,,,2,1,,,,2,1,6,2,,2,2,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2336-003",2,2,"301003",2,,2,4,1,1,,,1,1,,,1,1,,,,5,1,5,1,5,2,2,,2018,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,,,,,2,
"2336-003",2,2,"3184900205",4,,1,,2,,,,2,,,,1,1,,,,2,1,7,2,,2,2,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2336-003",2,2,"3184900206",5,,2,4,2,,,,2,,,,1,1,,,,2,1,5,2,,2,7,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2336-003",2,2,"4233600306",6,,2,4,2,,,,2,,,,2,1,,,,0,1,5,1,0,1,,,,,1,1,,2,1,1,1,,7500,0,300,3500,0,450,0,0,0,9000,0,20750,2,,,,1,1,,2,
"2336-003",2,2,"4233600307",7,,2,4,1,1,,,1,1,,,1,1,,,,8,2,5,1,8,1,,,,11,1,1,,15,1,2,,,0,13500,2930,3900,0,1500,0,0,2000,18000,0,41830,2,,,,1,2,,2,
"2336-005",2,2,"3184900204",1,,1,,1,1,,,1,1,,,1,1,,,,8,2,7,2,,2,2,,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2336-005",2,2,"4233600502",2,,1,,1,1,,,1,1,,,1,1,,,,2,1,7,2,,2,2,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2336-005",2,2,"4233600503",3,,2,2,1,1,,,1,1,,,1,1,,,,2,1,8,1,2,1,,,,11,1,1,,10,1,1,2,,0,3000,2350,0,0,2100,0,0,1500,7200,0,16150,2,,,,1,1,,2,
"2336-005",2,2,"4233600504",4,,2,2,2,,,,2,,,,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2336-005",2,2,"4233600505",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2336-005",2,2,"4233600506",6,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2337-001",1,1,"301100102",2,,1,,1,1,,,1,1,,,1,1,,,,10,3,7,2,,2,2,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2337-001",1,1,"301100103",3,,2,2,1,1,,,1,1,,,1,1,,,,2,1,7,1,2,1,,,,11,1,1,,5,1,2,,,1500,0,2000,3000,0,0,0,0,0,0,0,6500,1,1,,,,,,2,
"2337-001",1,1,"301100104",4,,2,2,2,,,,2,,,,2,1,,,,2,1,5,1,1,1,,,,11,1,1,,5,1,2,,,1500,0,2000,3500,0,0,0,0,0,0,0,7000,1,1,,,,,,2,
"2337-001",1,1,"301101",1,,2,2,1,1,,,1,1,,,1,1,,,,11,3,6,2,,2,2,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2337-001",1,1,"3185000105",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2338-006",1,1,"3185000502",2,,1,,1,1,,,1,1,,,1,1,,,,10,2,6,2,,2,4,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2338-006",1,1,"3185000503",3,,1,,1,1,,,1,1,,,1,1,,,,10,2,5,1,9,1,,,,22,1,1,,30,1,2,,,22500,0,10000,5000,0,0,0,0,0,30000,35000,102500,1,2,,,,,,2,
"2338-006",1,1,"3185000504",4,,2,2,1,1,,,1,1,,,1,1,,,,7,1,5,1,6,1,,,,11,1,1,,45,1,2,,,0,6000,5000,2000,0,1500,0,0,3000,40000,2500,60000,1,2,,,,,,2,
"2338-006",1,1,"3185000506",6,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2338-006",1,1,"3185000508",8,,2,2,1,1,,,1,1,,,1,1,,,,11,2,6,1,10,1,,,,26,1,3,,30,1,2,,,28500,0,15000,6000,0,0,30000,0,0,50000,0,129500,1,2,,,,,,2,
"2339-001",1,1,"301100201",1,,2,4,1,1,,,1,1,,,1,1,,,,7,1,6,2,,2,7,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2339-001",1,1,"301100204",4,,1,,1,1,,,1,1,,,1,1,,,,10,2,6,1,9,1,,,,26,1,1,,20,1,1,1,,49500,6000,8400,0,0,0,5000,0,0,72000,0,140900,2,,,,1,1,,2,
"2339-001",1,1,"4233900107",7,,1,,1,1,,,1,1,,,1,1,,,,11,2,6,1,10,1,,,,26,1,1,,20,1,1,1,,49500,6000,8900,0,0,0,4500,0,0,72000,0,140900,2,,,,1,2,,2,
"2339-002",1,1,"301102",1,,1,,1,1,,,2,,,,1,1,,,,2,1,6,2,,2,2,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2339-002",1,1,"4233900202",2,,2,1,1,1,,,1,1,,,1,1,,,,4,1,6,1,3,1,,,,11,1,1,,30,1,1,1,,1500,3000,400,0,0,200,0,0,500,0,0,5600,1,1,,,,,,2,
"2339-002",1,1,"4233900203",3,,2,1,1,1,,,1,1,,,1,1,,,,3,1,6,1,2,1,,,,11,1,1,,30,1,1,9,,0,0,200,0,0,0,0,0,0,0,0,200,1,1,,,,,,2,
"2339-002",1,1,"4233900204",4,,2,1,2,,,,2,,,,2,1,,,,0,1,4,1,0,1,,,,,1,1,,30,1,2,,,3600,0,0,1500,0,0,0,0,0,0,0,5100,1,1,,,,,,2,
"2339-003",1,3,"301100203",1,,1,,1,1,,,1,1,,,1,1,,,,8,2,6,2,,2,2,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2339-003",1,3,"4233900302",2,,1,,1,1,,,1,1,,,1,1,,,,4,1,6,2,,2,2,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2339-003",1,3,"4233900303",3,,2,2,2,,,,2,,,,2,1,,,,1,1,6,2,,2,18,"ILLNESS",2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2339-003",1,3,"4233900304",4,,2,2,2,,,,2,,,,2,1,,,,3,1,6,1,2,1,,,,11,1,1,,10,1,2,,,2400,0,800,1000,0,0,0,0,0,0,0,4200,1,1,2,,,,,2,
"2339-003",1,3,"4233900305",5,,2,2,2,,,,2,,,,2,1,,,,2,1,6,1,1,1,,,,11,1,1,,10,1,2,,,2400,0,800,1000,0,0,0,0,0,0,0,4200,1,1,2,,,,,2,
"2339-003",1,3,"4233900306",6,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2340-001",2,2,"301201",1,,1,,1,1,,,1,1,,,1,1,,,,12,3,6,2,,2,2,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2340-001",2,2,"301202",2,,2,1,1,1,,,1,1,,,1,1,,,,10,3,6,2,,2,2,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2340-001",2,2,"301204",3,,2,1,1,1,,,1,1,,,1,1,,,,11,2,5,1,10,1,,,,23,2,,,,,2,,,300000,12000,25000,0,60000,0,12000,0,0,63000,0,472000,1,1,,,,,,2,
"2340-001",2,2,"301205",4,,2,1,1,1,,,1,1,,,1,1,,,,4,1,6,1,4,1,,,,11,1,1,,20,1,2,,,0,5000,3000,2000,0,4500,0,0,1800,9000,0,25300,1,1,,,,,,2,
"2340-001",2,2,"3185200107",6,,2,1,2,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2340-001",2,2,"4234000107",7,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2340-006",2,2,"301206",5,,1,,1,1,,,1,1,,,1,1,,,,3,3,5,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2340-006",2,2,"4234000602",2,,2,5,1,1,,,1,1,,,1,1,,,,11,3,6,2,,2,2,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2340-006",2,2,"4234000603",3,,2,5,1,1,,,1,1,,,1,1,,,,8,2,5,1,8,1,,,,11,1,1,,5,1,2,,,0,22500,20000,10000,0,4500,0,0,9500,5000,0,71500,1,,,,,,,2,
"2340-006",2,2,"4234000604",4,,2,5,1,1,,,1,1,,,1,1,,,,8,1,5,2,,2,7,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"2340-006",2,2,"4234000606",6,,2,5,1,1,,,1,1,,,1,1,,,,7,1,5,1,6,1,,,,11,1,1,,5,1,2,,,0,0,5000,3500,0,4500,0,0,4500,2000,0,19500,1,,,,,,,2,
"2340-006",2,2,"4234000607",7,,1,,2,,,,2,,,,2,1,,,,2,1,5,1,1,1,,,,11,1,1,,5,1,2,,,0,0,2500,1500,0,4500,0,0,0,1000,0,9500,1,,,,,,,2,
"2341-003",2,2,"301203",2,,1,,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,2,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2341-003",2,2,"3185200303",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2341-003",2,2,"4234100304",4,,2,2,1,1,,,1,1,,,1,1,,,,3,1,6,1,3,1,,,,11,1,1,,20,1,2,,,0,7000,3000,0,0,1400,0,0,1100,9000,0,21500,1,2,,,,,,2,
"2341-003",2,2,"4234100305",5,,2,2,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,2,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
"2342-001",1,3,"301300105",5,,2,2,2,,,,2,,,,2,1,,,,2,1,6,1,2,1,,,,11,1,1,,30,1,2,,,0,0,800,1000,0,1500,0,0,50,500,0,3850,1,1,,,,,,2,
