"y4_hhid","qx_type","interview_status","PID","id_code","hh_e03","hh_e04","hh_e05","hh_e06","hh_e06_1a","hh_e06_1b","hh_e06_1c","hh_e06_2","hh_e06_3","hh_e06_4","hh_e06_5","hh_e06_6","hh_e06_8a","hh_e06_8b","hh_e07a","hh_e07a_1","hh_e07b","hh_e07c","hh_e08","hh_e09","hh_e10","hh_e11","hh_e12","hh_e13_1a","hh_e13_1b","hh_e14","hh_e15","hh_e15_oth","hh_e15_1","hh_e15_2","hh_e15_3","hh_e15_4","hh_e17_1","hh_e17_2","hh_e17_3","hh_e17_3_oth","hh_e17_4","hh_e17_5","hh_e17_6","hh_e17_6_oth","hh_e17_7","hh_e17_8","hh_e17_9","hh_e17_10","hh_e19a","hh_e19b","hh_e20a","hh_e20b","hh_e21","hh_e21_oth","hh_e21_1","hh_e21_2","hh_e21_3a","hh_e21_3b","hh_e21_3c","hh_e21_3d","hh_e21_3e","hh_e21_3f","hh_e21_3g","hh_e21_3h","hh_e21_3i","hh_e21_3_oth","hh_e21_4a","hh_e21_4b","hh_e21_4c","hh_e21_4d","hh_e21_4e","hh_e22","hh_e23","hh_e24","hh_e24_1","hh_e25","hh_e26a","hh_e26b","hh_e26_1a","hh_e26_1b","hh_e27","hh_e28a","hh_e28b","hh_e28_1a","hh_e28_1b","hh_e29","hh_e30","hh_e31","hh_e32","hh_e33","hh_e33_code","hh_e34","hh_e34_code","hh_e35","hh_e35_oth","hh_e35_1","hh_e35_2","hh_e35_3a","hh_e35_3b","hh_e35_3c","hh_e35_3d","hh_e35_3e","hh_e35_3f","hh_e35_3g","hh_e35_3h","hh_e35_3i","hh_e35_3_oth","hh_e35_4a","hh_e35_4b","hh_e35_4c","hh_e35_4d","hh_e35_4e","hh_e36","hh_e37","hh_e38","hh_e38_1","hh_e39","hh_e40a","hh_e40b","hh_e40_1a","hh_e40_1b","hh_e41","hh_e42a","hh_e42b","hh_e42_1a","hh_e42_1b","hh_e43","hh_e44","hh_e45","hh_e47a","hh_e47b","hh_e48a","hh_e48b","hh_e49","hh_e49_oth","hh_e50","hh_e51","hh_e52","hh_e52_1","hh_e53","hh_e54","hh_e56","hh_e57","hh_e58","hh_e59","hh_e59_1a","hh_e59_1b","hh_e60","hh_e61","hh_e62","hh_e63","hh_e64","hh_e65","hh_e66","hh_e67","hh_e68","hh_e69","hh_e70","hh_e71","hh_e71_oth"
"1927-001",2,2,"3151300106",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"1928-003",2,2,"251802",2,1,,1,1,2,2,2,1,2,2,2,2,2,,0,,0,0,3,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"1928-003",2,2,"3151300303",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"1929-001",1,1,"251901",1,1,,0,0,1,2,2,2,2,2,2,1,3,5,6,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,8,4,6,1000,"1",".",1,1,1,0,2,2,2,1,1,8,1,2,
"1929-001",1,1,"251900102",2,2,1,0,0,1,2,2,2,2,2,2,2,3,,6,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,1,1,8,1,2,
"1929-001",1,1,"251900104",3,2,1,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"1929-001",1,1,"251900105",4,2,1,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"1929-001",1,1,"4192900105",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"1930-001",2,2,"252001",1,1,,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,1,1,45,,,
"1930-001",2,2,"252002",2,2,1,0,0,1,2,2,2,2,1,2,1,1,5,0,,0,0,0,0,0,50,0,1,,,,,,,,,,,,,,,,,,,,,"TEA FACTORY",62,"FARMING",96,1,,6,2,1,1,1,0,0,1,0,0,0,,0,0,0,0,0,11,4,50,50,40000,1,5,2,,0,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,1,2,7,2000,"2",".",2,,,,,,2,2,,,2,,
"1930-001",2,2,"252003",3,2,1,0,0,1,2,2,2,2,2,2,1,5,3,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,2,2,3,1000,"3",".",2,,,,,,2,2,,,,,
"1930-001",2,2,"252004",4,2,1,1,2,1,2,2,2,2,2,2,1,3,5,0,,0,0,0,0,36,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,5,4,7,1500,"4",".",2,,,,,,2,2,,,2,,
"1930-001",2,2,"252000106",6,2,1,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"1930-001",2,2,"3151500107",7,2,1,0,0,1,2,2,2,2,2,2,1,5,,15,3,0,0,0,0,8,0,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,2,4,5,2000,"7",".",2,,,,,,2,1,1,35,2,,
"1931-001",1,1,"252102",1,2,2,0.5,0,1,2,2,2,2,2,2,2,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"1931-001",1,1,"3151700102",2,1,,0,0,2,2,2,2,2,1,2,2,1,,0,,0,0,0,0,0,0,0,,,1,3,,1,,2,,,,,,,,,,,,,,"DRIVER",98,"PRIVATE COMPANY",1,1,,6,3,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,12,3,6,9,20000,2,4,2,,0,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"1931-001",1,1,"252103",3,2,2,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"1931-001",1,1,"252100203",4,2,2,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"1931-001",1,1,"3151700105",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"1932-001",2,2,"252201",1,1,,0,0,1,2,2,2,2,2,2,2,3,,21,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"1932-001",2,2,"252205",4,2,1,0,0,1,2,2,2,2,2,2,1,5,,9,2,0,0,0,0,0,0,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,1,1,7,1000,"1",".",2,,,,,,2,2,,,2,,
"1932-001",2,2,"252200107",6,2,1,0,0,1,2,2,2,2,2,2,2,3,,21,2,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"1932-001",2,2,"4193200107",7,2,1,0,0,1,2,2,2,2,2,2,2,3,,21,2,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"1932-001",2,2,"4193200108",8,2,1,0,0,1,2,2,2,2,2,2,2,3,,9,2,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"1932-001",2,2,"4193200109",9,2,1,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"1932-001",2,2,"4193200110",10,2,1,0,0,1,2,2,2,2,2,2,2,3,,21,2,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"1932-003",2,2,"252203",1,1,,0,0,1,2,2,2,2,1,2,2,1,,0,,0,0,0,0,0,77,0,1,,,,,,,,,,,,,,,,,,,,,"COMPANY GUARD",55,"SECURITY",80,1,,6,2,1,1,1,0,0,1,1,0,0,,0,1,1,1,1,9,4,77,77,45300,1,5,1,,0,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",1,0,0,2,2,4,2,1,1,77,1,2,
"1932-003",2,2,"4193200302",2,1,,0,0,1,2,2,1,2,2,2,2,2,3,0,,0,0,20,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"1932-003",2,2,"4193200303",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"1933-001",1,3,"252301",1,1,,1,0,1,1,2,2,2,1,2,2,1,3,5,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,"TEA PROCESSOR",62,"PRIVATE COMPANY",10,1,,6,2,0,1,1,0,1,0,1,0,0,,0,0,0,0,0,4,4,54,0,18000,2,4,1,,0,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",1,1,1,0,2,15,1,1,1,8,1,2,
"1934-001",2,2,"252401",1,2,4,0,0,1,2,2,2,2,2,2,2,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"1934-001",2,2,"252402",2,2,4,0,0,1,2,2,2,2,2,1,1,3,5,0,,0,0,0,0,20,0,30,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,"Tailoring shop",79,"knitting",7,2,,1,4,2,14,2,,1,3,6,1000,"2",".",2,,,,,,2,1,1,54,2,,
"1934-001",2,2,"252403",3,2,4,0,3,1,2,2,2,2,2,2,1,5,3,5,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,1,2,6,500,"3",".",2,,,,,,2,1,1,45,2,,
"1934-001",2,2,"252400104",4,1,,0,0,1,2,2,2,2,2,2,1,3,5,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,4,3,3,500,"4",".",2,,,,,,2,2,,,,,
"1934-001",2,2,"252400106",6,2,4,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"1934-005",2,2,"4193400501",1,2,2,0,0,1,2,2,2,2,1,2,2,3,1,0,,0,0,0,0,0,24,0,1,,,,,,,,,,,,,,,,,,,,,"WORKS AS A GUARD MAN",55,"LOOKING AFTER PROPERTY",5,1,,1,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,4,7,12,20000,1,5,1,2,0,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"1934-005",2,2,"252400105",2,1,,1,1,1,2,2,2,2,2,2,1,5,3,0,,0,0,0,0,6,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,2,3,2,500,"1","2",2,,,,,,2,2,,,2,,
"1934-005",2,2,"4193400503",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"1935-001",1,1,"252501",1,1,,0,0,1,1,2,2,2,2,2,2,3,,4,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",1,5,2,3,1,7,2,2,,,2,,
"1935-001",1,1,"252502",2,2,1,0,0,1,2,2,2,2,2,2,2,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",1,7,5,2,1,7,2,2,,,,,
"1935-001",1,1,"252504",3,2,1,1,1,2,2,2,2,2,2,1,2,4,,0,,0,0,0,0,0,0,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,"learning tailoring skills",79,"government",13,3,,4,4,5,9,2,,,,,,".",".",1,3,3,0,2,5,2,2,,,2,,
"1935-001",1,1,"252505",4,2,1,1,0,1,1,2,2,2,2,2,2,3,,0,,1,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"1935-001",1,1,"252500105",5,2,1,1,0,1,2,2,2,2,2,2,2,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"1935-001",1,1,"252507",6,2,1,0,0,1,2,2,2,2,2,2,2,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"1935-001",1,1,"252506",7,2,1,0,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"1936-001",1,3,"252500301",1,1,,0,0,2,2,2,2,2,2,2,1,3,5,0,,0,0,0,0,10,0,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,2,1,5,1250,"1",".",1,2,2,0,2,15,1,1,1,8,1,2,
"1936-001",1,3,"4193600102",2,2,1,2,1,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",1,1,1,0,2,3,2,2,,,,,
"1936-001",1,3,"4193600103",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"1936-002",1,1,"252503",2,1,,0.5,0,1,2,2,2,2,2,2,1,5,,6,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,6,4,5,3000,"2",".",1,1,1,0,2,2,1,1,1,6,1,2,
"1936-002",1,1,"252500303",3,2,2,0.5,0,2,2,2,2,2,2,2,2,,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"1936-002",1,1,"4193600204",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
"1937-001",2,2,"252601",1,2,5,0,0,1,1,2,2,2,2,2,2,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,1,1,11,,,
"1937-001",2,2,"4193700105",5,1,,0,2,1,1,2,2,2,2,2,1,3,5,21,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,1,4,6,500,"5",".",2,,,,,,2,1,1,11,2,,
"1937-001",2,2,"4193700106",6,1,,0,0,1,1,2,2,2,2,2,2,3,,21,3,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"1937-001",2,2,"4193700107",7,2,1,0,0,2,1,2,2,2,2,2,2,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"1937-001",2,2,"4193700108",8,2,5,0,0,1,1,2,2,2,2,2,2,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"1937-001",2,2,"4193700109",9,2,5,0,0,2,1,2,2,2,2,2,2,3,,0,,0,0,0,0,0,0,0,,,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,,,
"1937-003",2,2,"4193700301",1,2,2,0,0,1,2,2,2,2,1,2,2,1,,0,,0,0,0,0,0,30,0,1,,,,,,,,,,,,,,,,,,,,,"TEACHER",13,"EDUCATION",85,11,,5,1,0,0,0,0,1,1,0,0,0,,1,1,0,1,0,12,4,35,35,69000,1,5,1,,0,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,1,1,35,1,2,
"1937-003",2,2,"252603",2,1,,1,0,1,2,2,1,2,2,2,2,2,3,0,,0,0,16,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,1,1,35,1,2,
"1937-003",2,2,"4193700303",3,2,2,2,0,2,2,2,2,1,2,2,2,2,,0,,0,0,0,6,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",2,,,,,,2,2,,,2,,
"1937-003",2,2,"4193700304",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,".",,,,".",,,,,,,,,,,,,,,,,,,,,,,,".",".",,,,,,,,,,,,,
