"y4_hhid","y3_hhid","HHID","case_id","ea_id","panelweight_2019","panelweight_2016","panelweight_2013","hh_wgt","region","district","ta_code","reside","dist_to_IHPS2016location","dist_to_IHPSlocation","dist_to_IHS3location","hhsize","interview_status","qx_type","consent","hh_a11","hh_a22","hh_a23","hh_a31","hh_a37","hh_a40","interviewdate_v1","interviewdate_v2","hh_g09","hh_m00","hh_o0a","hh_s01","hh_w01","consumption_date"
"1938-001","1524-001",2527,"307053910071","30705391",2651.34658621675,6402.12725269074,6402.12725269074,6402.12725269074,300,307,30710,2,6,7,6,4,1,1,1,2,10,37,1,37,10,"2019-07-03","2019-10-04",2,1,1,2,2,"2019-07-03"
"1939-001","1525-001",2528,"308016790078","30801679",1460.70390301537,1429.69640063269,1429.69640063269,2859.39280126538,300,308,30801,2,0,0,0,10,2,2,1,1,9,32,1,32,9,"2019-06-07","2019-09-03",2,1,2,2,2,"2019-09-03"
"1940-001","1526-001",2529,"307094380002","30709438",611.793638454344,4918.26070399777,,6557.68093866369,300,307,30709,2,0,0,0,5,1,1,1,1,17,84,1,84,17,"2019-05-25","2019-08-31",1,1,1,2,2,"2019-05-25"
"1941-003","1526-003",2529,"307094380002","30709438",1648.76489568804,819.710117332961,2459.13035199888,6557.68093866369,300,315,31536,1,0,21,21,5,3,1,1,1,,,1,52,17,,"2019-10-19",1,1,2,2,2,"2019-10-19"
"1941-006","1526-003",2529,"307094380002","30709438",464.95795880471,819.710117332961,2459.13035199888,6557.68093866369,200,210,21055,1,251,271,272,4,3,1,1,1,,,1,90,18,,"2019-10-24",2,1,2,2,2,"2019-10-24"
"1942-001","1527-001",2529,"307094380002","30709438",3166.14719137884,3278.84046933184,819.710117332961,6557.68093866369,300,305,31532,1,0,0,24,6,1,1,1,4,17,84,1,84,17,"2019-07-06","2019-10-25",2,1,1,1,2,"2019-07-07"
"1942-005","1527-001",2529,"307094380002","30709438",313.856210680997,3278.84046933184,819.710117332961,6557.68093866369,300,301,30120,1,141,141,163,5,3,1,1,1,,,1,36,5,,"2019-10-30",2,1,2,2,2,"2019-10-30"
"1943-001","1528-001",2530,"308016790023","30801679",2770.13144879603,2876.61380232334,1438.30690116167,2876.61380232334,300,308,30801,2,0,0,0,2,2,2,1,1,9,32,1,32,9,"2019-06-06","2019-09-03",2,1,2,2,2,"2019-09-03"
"1944-001","1529-001",2531,"307094380222","30709438",371.062050639963,1069.81887882367,,6418.913272942,300,305,30709,2,0,0,0,4,1,1,1,1,17,84,1,84,17,"2019-05-20","2019-09-01",1,1,1,2,1,"2019-05-22"
"1944-005","1529-001",2531,"307094380222","30709438",396.984282541431,1069.81887882367,,6418.913272942,300,307,30709,2,0,0,0,3,1,1,1,1,17,84,1,84,17,"2019-05-26","2019-09-01",1,1,2,2,2,"2019-05-26"
"1945-002","1529-002",2531,"307094380222","30709438",958.98929106669,2139.63775764733,,6418.913272942,300,305,30709,2,0,0,0,4,1,1,1,2,17,69,1,69,17,"2019-05-20","2019-08-31",2,1,2,2,2,"2019-05-22"
"1946-004","1529-004",2531,"307094380222","30709438",409.332463224846,534.909439411833,,6418.913272942,300,307,30501,2,34,34,33,3,1,1,1,3,17,74,1,74,17,"2019-05-20","2019-08-31",2,1,2,2,2,"2019-05-20"
"1947-007","1529-006",2531,"307094380222","30709438",1274.98505823279,534.909439411833,2674.54719705917,6418.913272942,300,315,31545,1,0,16,15,5,1,1,1,1,17,69,1,69,17,"2019-06-18","2019-09-17",2,1,2,2,2,"2019-06-18"
"1948-002","1530-001",2531,"307094380222","30709438",374.609491839197,6418.913272942,534.909439411833,6418.913272942,300,307,30709,2,0,0,0,3,1,1,1,1,17,74,1,74,17,"2019-05-25","2019-09-01",2,1,2,2,2,"2019-05-26"
"1949-001","1531-001",2532,"308016790161","30801679",1510.67603095797,2842.80970592842,1421.40485296421,2842.80970592842,300,308,30801,2,0,0,0,8,2,2,1,1,9,32,1,32,9,"2019-06-06","2019-09-03",2,1,1,2,2,"2019-09-03"
"1950-002","1532-002",2533,"307094380073","30709438",2214.98851983099,6759.70257917514,3379.85128958757,6759.70257917514,300,307,30709,2,0,0,0,5,1,1,1,1,17,52,1,52,17,"2019-05-24","2019-09-01",2,1,1,2,2,"2019-05-25"
"1950-003","1532-002",2533,"307094380073","30709438",1666.72403472431,6759.70257917514,3379.85128958757,6759.70257917514,300,307,30709,2,0,0,0,3,1,1,1,1,17,52,1,84,17,"2019-05-27","2019-09-01",1,1,1,2,2,"2019-05-27"
"1951-001","1533-001",2534,"308031150185","30803115",711.371778854201,286.997491893322,,2869.97491893322,300,308,30803,2,0,0,0,3,2,2,1,1,9,60,1,60,9,"2019-05-06","2019-08-24",2,1,2,2,2,"2019-08-24"
"1952-002","1533-002",2534,"308031150185","30803115",1376.83576694963,860.992475679967,,2869.97491893322,300,308,30803,2,0,0,0,5,2,2,1,1,9,27,1,27,9,"2019-05-06","2019-08-12",2,1,1,2,2,"2019-08-12"
"1953-003","1533-003",2534,"308031150185","30803115",840.062976525749,286.997491893322,2869.97491893322,2869.97491893322,300,308,30803,2,0,0,0,3,2,2,1,1,9,10,1,10,9,"2019-05-06","2019-08-12",1,1,2,1,2,"2019-08-12"
"1955-001","1535-001",2536,"308031150028","30803115",2844.39334104891,1414.85312366367,1414.85312366367,2829.70624732733,300,308,30803,2,0,0,0,9,2,2,1,1,9,60,1,60,9,"2019-05-06","2019-08-12",2,1,2,2,2,"2019-08-13"
"1956-001","1536-001",2537,"307094380118","30709438",2763.03060735212,3228.65172894558,3228.65172894558,6457.30345789117,300,307,30709,2,0,0,0,7,1,1,1,1,17,74,1,74,17,"2019-05-26","2019-09-01",2,1,2,2,2,"2019-05-26"
"1957-001","1537-001",2538,"308031150087","30803115",1348.70842734782,1366.50548000631,2733.01096001262,2733.01096001262,300,308,30803,2,0,0,0,4,2,2,1,1,9,10,1,10,9,"2019-05-03","2019-08-12",2,1,2,2,2,"2019-08-12"
"1958-001","1538-001",2539,"307094380126","30709438",6019.30849101533,6566.37182796727,6566.37182796727,6566.37182796727,300,307,30709,2,0,0,0,3,1,1,1,1,17,52,1,69,17,"2019-05-26","2019-09-01",2,1,1,2,2,"2019-05-26"
"1959-001","1539-001",2540,"308031150126","30803115",1662.9482225257,1449.23598226722,724.617991133611,2898.47196453444,300,308,30804,2,0,0,5,6,2,2,1,1,9,10,1,10,9,"2019-05-04","2019-08-13",2,1,2,1,2,"2019-08-13"
"1960-001","1540-001",2540,"308031150126","30803115",628.839995858093,2898.47196453444,1449.23598226722,2898.47196453444,300,308,30803,2,0,0,0,6,2,2,1,1,9,10,1,10,9,"2019-05-03","2019-08-12",2,1,2,1,2,"2019-08-12"
"1961-002","1541-001",2541,"307094380119","30709438",3139.2147196943,6823.83171757734,3411.91585878867,6823.83171757734,300,307,30709,2,0,260,0,7,1,1,1,1,17,69,1,69,17,"2019-05-24","2019-08-31",2,1,2,1,2,"2019-05-25"
"1962-002","1542-001",2542,"308031150146","30803115",450.66548100276,2795.52215553137,1048.32080832426,2795.52215553137,300,308,30803,2,0,0,0,2,2,2,1,1,9,10,1,10,9,"2019-05-12","2019-08-18",2,1,1,1,2,"2019-08-18"
"1962-003","1542-001",2542,"308031150146","30803115",263.326587797333,2795.52215553137,1048.32080832426,2795.52215553137,300,308,30803,2,0,0,0,2,2,2,1,3,9,10,1,10,9,"2019-05-05","2019-08-17",2,1,2,2,2,"2019-08-17"
"1962-004","1542-001",2542,"308031150146","30803115",196.660511263652,2795.52215553137,1048.32080832426,2795.52215553137,300,307,30708,2,29,29,29,3,2,2,1,1,10,65,1,65,10,"2019-07-04","2019-10-07",1,1,2,1,2,"2019-10-07"
"1963-001","1543-001",2542,"308031150146","30803115",984.165826463274,1397.76107776569,349.440269441422,2795.52215553137,300,308,30803,2,0,0,0,5,2,2,1,2,9,60,1,60,9,"2019-05-08","2019-08-14",2,1,1,2,2,"2019-08-14"
"1963-005","1543-001",2542,"308031150146","30803115",429.69917676718,1397.76107776569,349.440269441422,2795.52215553137,300,308,30803,2,0,0,0,1,2,2,1,2,9,60,1,60,9,"2019-05-03","2019-08-12",2,1,1,2,2,"2019-08-12"
"1964-001","1544-001",2543,"307094380214","30709438",1543.31472625285,1842.64051412082,,7370.5620564833,300,307,30709,2,0,0,0,6,1,1,1,1,17,84,1,84,17,"2019-05-23","2019-08-31",1,1,1,2,2,"2019-05-23"
"1965-005","1544-005",2543,"307094380214","30709438",2019.46197018271,1842.64051412082,3685.28102824165,7370.5620564833,300,307,30709,2,0,0,0,6,1,1,1,1,17,69,1,69,17,"2019-05-23","2019-08-31",2,1,2,2,2,"2019-05-23"
"1966-001","1545-001",2544,"308031150038","30803115",483.642992417944,489.470010043102,,2936.82006025861,300,308,30803,2,0,0,0,2,2,2,1,1,9,60,1,60,9,"2019-05-04","2019-08-12",2,1,2,1,2,"2019-08-12"
"1968-004","1545-004",2544,"308031150038","30803115",1263.7673726185,489.470010043102,1468.41003012931,2936.82006025861,300,308,30803,2,0,0,0,7,2,2,1,1,9,60,1,60,9,"2019-05-05","2019-08-12",2,1,1,2,2,"2019-08-12"
"1969-001","1546-001",2545,"307094380066","30709438",5156.9941353779,6460.91083342562,3230.45541671281,6460.91083342562,300,307,30709,2,0,0,0,1,1,1,1,1,17,52,1,52,17,"2019-05-24","2019-09-01",1,1,1,2,2,"2019-05-24"
"1970-001","1548-001",2546,"308031150067","30803115",1782.60385455782,2788.96193231071,2788.96193231071,2788.96193231071,300,308,30803,2,0,0,0,2,2,2,1,1,9,60,1,60,9,"2019-05-03","2019-08-13",2,1,1,2,2,"2019-08-13"
"1970-003","1548-001",2546,"308031150067","30803115",545.217666148405,2788.96193231071,2788.96193231071,2788.96193231071,300,308,30803,2,5,7,0,3,4,2,1,1,,,2,60,9,,"2019-08-14",2,1,2,2,2,"2019-08-14"
"1971-001","1549-001",2547,"307094380207","30709438",6268.71607074822,3498.93533241436,6997.87066482873,6997.87066482873,300,307,30709,2,0,0,0,5,1,1,1,1,17,74,1,74,17,"2019-05-22","2019-08-31",2,1,2,2,2,"2019-05-22"
"1972-002","1550-001",2548,"308031150165","30803115",1971.66991559954,1399.66315381715,1399.66315381715,2799.32630763429,300,308,30803,2,0,0,0,6,2,2,1,1,9,27,1,27,9,"2019-05-04","2019-08-13",2,1,1,1,2,"2019-08-13"
"1972-004","1550-001",2548,"308031150165","30803115",362.60596148957,1399.66315381715,1399.66315381715,2799.32630763429,300,308,30803,2,0,0,0,3,4,2,1,2,,,2,27,9,,"2019-10-22",2,1,2,2,2,"2019-10-22"
"1973-001","1551-001",2549,"307094380240","30709438",349.494015141718,3143.62169533574,,6287.24339067149,300,307,30709,2,0,0,0,3,1,1,1,1,17,52,1,52,17,"2019-05-20","2019-09-01",1,1,1,2,2,"2019-05-20"
"1974-003","1551-003",2549,"307094380240","30709438",2565.58994202536,1571.81084766787,1047.87389844525,6287.24339067149,300,307,30709,2,0,0,0,5,1,1,1,1,17,52,1,74,17,"2019-05-22","2019-09-01",1,1,1,2,2,"2019-05-22"
"1974-008","1551-003",2549,"307094380240","30709438",857.481377654701,1571.81084766787,1047.87389844525,6287.24339067149,300,312,31201,2,107,107,106,6,3,1,1,1,,,1,34,16,,"2019-10-26",2,1,2,2,2,"2019-10-26"
"1975-001","1552-001",2549,"307094380240","30709438",2367.62631211118,3143.62169533574,2095.7477968905,6287.24339067149,300,305,30709,2,0,0,0,5,1,1,1,1,17,69,1,69,17,"2019-05-26","2019-09-01",1,1,2,2,2,"2019-05-26"
"1976-001","1553-001",2550,"308031150048","30803115",2334.15417550346,1228.26973333333,2865.52739807241,1842.4046,300,308,30803,2,0,0,0,5,2,2,1,2,9,27,1,27,9,"2019-05-03","2019-08-14",2,1,1,1,2,"2019-08-14"
"1977-001","1555-001",2552,"308031150175","30803115",1063.15604497907,2769.20733292723,2076.90549969542,2769.20733292723,300,308,30803,2,0,0,0,5,2,2,1,1,9,27,1,27,9,"2019-05-03","2019-08-12",1,1,1,2,2,"2019-08-12"
"1978-002","1556-001",2552,"308031150175","30803115",322.917991516645,1384.60366646361,346.150916615903,2769.20733292723,300,308,30803,2,0,0,0,3,2,2,1,1,9,27,1,27,9,"2019-05-03","2019-08-12",1,1,2,2,1,"2019-08-12"
"1979-001","1557-001",2553,"307094380230","30709438",879.200960401384,7097.93089459624,7097.93089459624,7097.93089459624,300,315,31555,1,9,9,13,4,3,1,1,1,,,1,69,17,,"2019-10-23",2,2,1,2,2,"2019-10-23"
"1979-002","1557-001",2553,"307094380230","30709438",2782.77928268389,7097.93089459624,7097.93089459624,7097.93089459624,300,307,30709,2,0,0,0,6,1,1,1,1,17,52,1,52,17,"2019-05-23","2019-09-01",2,1,2,2,2,"2019-05-23"
"1980-001","1558-001",2554,"308031150136","30803115",997.639589940332,1008.15686163346,,2688.41829768924,300,308,30803,2,0,0,0,4,2,2,1,1,9,32,1,32,9,"2019-05-03","2019-08-12",2,1,1,1,2,"2019-08-12"
"1981-004","1558-004",2554,"308031150136","30803115",583.233862006812,336.052287211155,896.139432563079,2688.41829768924,300,308,30803,2,0,0,0,4,2,2,1,1,9,32,1,32,9,"2019-05-05","2019-08-12",2,1,2,1,2,"2019-08-12"
"1982-001","1559-001",2554,"308031150136","30803115",169.072652233881,672.10457442231,,2688.41829768924,300,308,30803,2,0,0,0,4,2,2,1,2,9,32,1,32,9,"2019-05-06","2019-08-14",2,1,2,1,2,"2019-08-14"
"1982-002","1559-001",2554,"308031150136","30803115",863.423294476204,672.10457442231,,2688.41829768924,300,308,30803,2,0,0,0,3,2,2,1,1,9,32,1,32,9,"2019-05-04","2019-08-13",2,1,1,2,2,"2019-08-13"
"1983-002","1559-002",2554,"308031150136","30803115",144.864585540993,672.10457442231,448.06971628154,2688.41829768924,300,308,30803,2,0,0,0,2,2,2,1,1,9,32,1,32,9,"2019-05-03","2019-08-12",2,1,2,1,2,"2019-08-12"
"1985-001","1561-001",2556,"308031150116","30803115",752.084815324304,1446.35012513359,1446.35012513359,2892.70025026719,300,308,30803,2,0,0,0,3,2,2,1,1,9,60,1,60,9,"2019-05-07","2019-08-14",1,1,2,2,2,"2019-08-14"
"1985-003","1561-001",2556,"308031150116","30803115",1351.01195121493,1446.35012513359,1446.35012513359,2892.70025026719,300,308,30803,2,0,0,0,3,2,2,1,2,9,60,1,32,9,"2019-05-07","2019-08-14",2,1,1,2,2,"2019-08-15"
"1987-001","1563-001",2557,"307094380169","30709438",2638.9179805566,6827.41797277927,2560.28173979223,6827.41797277927,300,307,30709,2,0,0,0,12,1,1,1,1,17,84,1,84,17,"2019-05-23","2019-08-31",2,1,2,1,2,"2019-05-24"
"1988-001","1564-001",2558,"308031150019","30803115",1490.09948374618,1147.79549099322,,2869.48872748305,300,308,30803,2,0,0,0,6,2,2,1,1,9,10,1,10,9,"2019-05-06","2019-08-13",2,1,1,2,2,"2019-08-13"
"1989-004","1564-004",2558,"308031150019","30803115",219.711258949149,286.948872748305,1434.74436374153,2869.48872748305,300,308,30803,2,0,0,0,2,2,2,1,2,9,32,1,32,9,"2019-06-03","2019-08-13",2,1,2,2,2,"2019-08-13"
"1989-005","1564-004",2558,"308031150019","30803115",409.450346157258,286.948872748305,1434.74436374153,2869.48872748305,300,308,30803,2,0,0,0,3,2,2,1,1,9,32,1,32,9,"2019-05-04","2019-08-13",2,1,1,2,2,"2019-08-13"
"1990-001","1565-001",2559,"307094380190","30709438",6335.79099443243,3239.55581087453,3239.55581087453,6479.11162174905,300,307,30709,2,0,0,0,3,1,1,1,1,17,74,1,74,17,"2019-05-24","2019-08-31",2,2,2,2,2,"2019-05-24"
"1991-001","1566-001",2560,"308031150077","30803115",1236.50256940077,3138.70071577108,523.116785961847,3138.70071577108,300,315,31548,1,0,0,41,3,4,2,1,4,,,1,84,17,,"2019-09-06",1,1,2,1,2,"2019-09-06"
"1991-004","1566-001",2560,"308031150077","30803115",181.487374565294,3138.70071577108,523.116785961847,3138.70071577108,300,308,30803,2,39,39,0,3,4,2,1,1,,,1,27,9,,"2019-10-18",2,1,2,2,2,"2019-10-18"
"1992-001","1567-001",2560,"308031150077","30803115",301.753592189934,448.385816538726,,3138.70071577108,300,308,30803,2,0,0,0,1,2,2,1,1,9,32,1,32,9,"2019-05-05","2019-08-14",2,1,1,2,2,"2019-08-14"
"1993-002","1567-002",2560,"308031150077","30803115",205.410836502018,448.385816538726,,3138.70071577108,300,308,30803,2,0,0,0,1,2,2,1,1,9,10,1,10,9,"2019-05-05","2019-08-14",2,1,1,2,2,"2019-08-14"
"1994-003","1567-003",2560,"308031150077","30803115",114.261331592606,2241.92908269363,1046.23357192369,3138.70071577108,300,308,30803,2,5,5,0,2,2,2,1,2,9,10,1,10,9,"2019-05-07","2019-08-14",1,1,1,2,2,"2019-08-14"
"1994-004","1567-003",2560,"308031150077","30803115",472.644142970097,2241.92908269363,1046.23357192369,3138.70071577108,300,308,30803,2,0,0,0,3,2,2,1,1,9,27,1,27,9,"2019-05-05","2019-08-13",2,1,1,2,2,"2019-08-13"
"1994-005","1567-003",2560,"308031150077","30803115",130.81051689884,2241.92908269363,1046.23357192369,3138.70071577108,300,308,30803,2,0,0,0,4,2,2,1,2,9,27,1,27,9,"2019-05-06","2019-08-13",1,1,2,2,2,"2019-08-13"
"1994-006","1567-003",2560,"308031150077","30803115",168.361558117153,2241.92908269363,1046.23357192369,3138.70071577108,200,210,21080,1,291,291,292,6,4,2,1,1,,,1,45,18,,"2019-10-23",2,1,2,1,2,"2019-10-23"
"1994-007","1567-003",2560,"308031150077","30803115",103.292132423693,2241.92908269363,1046.23357192369,3138.70071577108,300,307,30708,2,15,15,16,3,4,2,1,4,,,1,83,10,,"2019-11-07",2,1,1,1,1,"2019-11-07"
"1995-001","1568-001",2562,"308031150204","30803115",2816.68350871013,1389.75776587332,1389.75776587332,2779.51553174665,300,308,30803,2,0,0,0,6,2,2,1,1,9,27,1,27,9,"2019-05-05","2019-08-12",2,1,2,1,2,"2019-08-12"
"1997-001","1570-001",2593,"308016720060","30801672",303.332855026962,1112.19559173228,,2595.12304737533,300,308,30801,2,0,0,0,2,1,1,1,1,9,27,1,27,9,"2019-06-12","2019-09-19",1,1,1,2,2,"2019-06-12"
"1998-006","1570-006",2593,"308016720060","30801672",2023.63534734659,185.365931955381,1297.56152368766,2595.12304737533,300,308,30801,2,0,0,0,4,1,1,1,1,9,10,1,10,9,"2019-06-14","2019-09-20",1,1,2,2,2,"2019-06-14"
"1999-001","1571-001",2595,"308016720142","30801672",2584.23780141171,1323.99559651734,1323.99559651734,2647.99119303468,300,308,30801,2,0,0,0,6,1,1,1,1,9,60,1,60,9,"2019-06-11","2019-09-20",1,1,2,1,2,"2019-06-11"
"2000-001","1572-001",2597,"308016720042","30801672",2783.89493535488,1400.73197046737,2801.46394093474,2801.46394093474,300,308,30801,2,0,0,0,5,1,1,1,1,9,32,1,32,9,"2019-06-12","2019-09-20",2,1,2,2,2,"2019-06-12"
"2001-001","1573-001",2598,"309010540053","30901054",3482.54209729423,843.894269475129,843.894269475129,1687.78853895026,300,309,30901,2,0,0,0,8,2,2,1,1,9,27,1,27,9,"2019-06-26","2019-09-11",1,1,2,2,2,"2019-09-11"
"2002-001","1574-001",2599,"308016720009","30801672",1138.94703896022,1355.56259301821,1355.56259301821,2711.12518603641,300,308,30801,2,0,0,0,4,1,1,1,1,9,32,1,32,9,"2019-06-10","2019-09-19",2,1,1,2,2,"2019-06-10"
"2002-004","1574-001",2599,"308016720009","30801672",1156.50789638912,1355.56259301821,1355.56259301821,2711.12518603641,300,308,30801,2,0,0,0,4,1,1,1,1,9,32,1,32,9,"2019-07-26","2019-10-19",2,1,2,2,2,"2019-07-26"
"2002-007","1574-001",2599,"308016720009","30801672",148.993923087588,1355.56259301821,1355.56259301821,2711.12518603641,300,308,30801,2,0,0,0,2,1,1,1,1,9,32,1,32,9,"2019-07-26","2019-10-19",2,1,2,2,2,"2019-07-26"
"2003-001","1575-001",2600,"309010540063","30901054",3640.71005322263,856.93513018596,856.93513018596,1713.87026037192,300,309,30901,2,0,0,0,7,2,2,1,1,9,60,1,60,9,"2019-06-26","2019-09-12",1,1,1,2,2,"2019-09-12"
"2004-001","1576-001",2601,"308016720022","30801672",453.434491562811,610.302525810455,,2441.21010324182,300,308,30801,2,0,0,0,5,1,1,1,1,9,27,1,27,9,"2019-06-10","2019-09-19",2,1,1,1,2,"2019-06-11"
"2005-002","1576-002",2601,"308016720022","30801672",1640.4678288491,610.302525810455,1220.60505162091,2441.21010324182,300,308,30801,2,0,0,0,4,1,1,1,1,9,27,1,27,9,"2019-06-11","2019-09-19",2,1,2,1,2,"2019-06-11"
"2006-001","1577-001",2602,"309010540182","30901054",706.311215383323,1377.83435328564,,1653.40122394277,300,309,30901,2,0,0,0,4,2,2,1,1,9,60,1,60,9,"2019-06-25","2019-09-13",2,1,1,2,2,"2019-09-13"
"2006-003","1577-001",2602,"309010540182","30901054",491.018491977711,1377.83435328564,,1653.40122394277,300,309,30901,2,0,0,0,4,2,2,1,2,9,27,1,60,9,"2019-06-26","2019-09-12",2,1,2,2,2,"2019-09-13"
"2007-004","1577-004",2602,"309010540182","30901054",258.23458318658,137.783435328564,826.700611971386,1653.40122394277,300,309,30901,2,0,0,0,5,2,2,1,3,9,10,1,10,9,"2019-06-27","2019-09-13",2,1,2,1,2,"2019-09-13"
"2007-005","1577-004",2602,"309010540182","30901054",507.078817893648,137.783435328564,826.700611971386,1653.40122394277,300,309,30901,2,0,0,0,2,2,2,1,2,9,27,1,27,9,"2019-06-25","2019-09-12",1,1,2,2,2,"2019-09-12"
"2009-001","1579-001",2604,"309010540160","30901054",2299.33528399508,809.031931869557,1078.70924249274,1618.06386373911,300,309,30901,2,0,0,0,7,2,2,1,1,9,32,1,32,9,"2019-06-24","2019-09-11",2,1,1,2,2,"2019-09-11"
"2010-001","1580-001",2604,"309010540160","30901054",244.928301371057,809.031931869557,269.677310623185,1618.06386373911,300,309,30901,2,0,0,0,5,2,2,1,1,9,27,1,27,9,"2019-06-24","2019-09-12",1,1,2,2,2,"2019-09-12"
"2010-002","1580-001",2604,"309010540160","30901054",243.222974412105,809.031931869557,269.677310623185,1618.06386373911,300,303,30305,2,34,34,34,3,2,2,1,1,7,87,1,200,7,"2019-07-22","2019-09-19",2,2,2,2,2,"2019-09-19"
"2011-001","1581-001",2605,"308016720056","30801672",2429.60607780431,1324.22589901182,1324.22589901182,2648.45179802364,300,308,30801,2,0,0,0,11,1,1,1,1,9,60,1,60,9,"2019-06-10","2019-09-19",2,1,1,1,2,"2019-06-10"
"2012-001","1582-001",2606,"309010540106","30901054",1711.23846939578,853.717151670151,853.717151670151,1707.4343033403,300,303,30901,2,0,0,0,6,2,2,1,1,16,34,1,34,16,"2019-06-21","2019-09-11",2,1,2,2,2,"2019-09-11"
"2013-001","1583-001",2607,"308016720203","30801672",919.873194873722,1301.79031322993,1301.79031322993,2603.58062645986,300,308,30801,2,0,0,0,9,1,1,1,1,9,10,1,10,9,"2019-06-12","2019-09-19",2,1,2,2,2,"2019-06-12"
"2013-006","1583-001",2607,"308016720203","30801672",328.653034089685,1301.79031322993,1301.79031322993,2603.58062645986,300,308,30801,2,0,0,0,3,1,1,1,2,9,10,1,10,9,"2019-07-26","2019-10-19",2,1,2,2,2,"2019-07-26"
"2014-001","1584-001",2608,"309010540193","30901054",1694.12991495392,622.976452104417,,1661.27053894511,300,309,30901,2,0,0,0,4,2,2,1,1,9,32,1,32,9,"2019-06-24","2019-09-12",2,1,1,2,2,"2019-09-12"
"2014-003","1584-001",2608,"309010540193","30901054",281.468934614903,622.976452104417,,1661.27053894511,300,309,30901,2,0,0,0,3,4,2,1,2,,,2,32,9,,"2019-09-13",2,1,2,1,2,"2019-09-13"
"2015-002","1584-002",2608,"309010540193","30901054",1138.04511431833,207.658817368139,830.635269472556,1661.27053894511,300,309,30901,2,0,0,0,4,2,2,1,1,9,10,1,10,9,"2019-06-25","2019-09-12",1,1,2,2,2,"2019-09-12"
"2017-001","1586-001",2610,"309010540149","30901054",3295.68355591617,820.656894487183,820.656894487183,1641.31378897437,300,309,30901,2,0,0,0,9,2,2,1,1,9,10,1,10,9,"2019-06-24","2019-09-11",1,1,2,1,2,"2019-09-11"
"2018-001","1587-001",2611,"308016720123","30801672",2373.94372815782,2544.19209572017,2544.19209572017,2544.19209572017,300,308,30801,2,0,0,0,4,1,1,1,1,9,60,1,60,9,"2019-06-14","2019-09-20",1,1,1,2,2,"2019-06-14"
"2019-001","1588-001",2612,"309010540007","30901054",1103.3380416432,413.389880676455,,1653.55952270582,300,309,30901,2,0,0,0,3,2,2,1,1,9,60,1,60,9,"2019-06-26","2019-09-13",2,1,1,2,2,"2019-09-13"
"2020-002","1588-002",2612,"309010540007","30901054",970.417986308008,137.796626892152,,1653.55952270582,200,210,21086,1,0,265,265,6,2,2,1,2,6,33,1,91,6,"2019-05-24","2019-09-19",1,1,2,2,2,"2019-09-19"
"2021-003","1588-003",2612,"309010540007","30901054",268.807199292062,551.186507568606,1653.55952270582,1653.55952270582,300,315,31552,1,0,67,68,3,2,2,1,2,17,74,2,74,17,"2019-07-29","2019-10-27",2,2,2,2,2,"2019-10-27"
"2022-001","1589-001",2613,"308016720019","30801672",2014.07347087117,1322.84066411373,1322.84066411373,2645.68132822746,300,308,30801,2,0,0,0,8,1,1,1,1,9,27,1,27,9,"2019-06-10","2019-09-20",2,1,1,1,2,"2019-06-10"
"2022-003","1589-001",2613,"308016720019","30801672",217.602048834779,1322.84066411373,1322.84066411373,2645.68132822746,300,308,30801,2,0,0,0,3,1,1,1,1,9,27,1,27,9,"2019-07-26","2019-09-19",2,1,2,2,2,"2019-07-26"
"2023-001","1590-001",2614,"309010540031","30901054",1680.69757643657,1675.7688075098,837.884403754899,1675.7688075098,300,309,30901,2,0,0,0,9,2,2,1,1,9,60,1,60,9,"2019-06-24","2019-09-11",2,1,1,2,2,"2019-09-11"
"2024-001","1591-001",2615,"308016720128","30801672",475.139987426444,949.228508587089,,2657.83982404385,300,308,30801,2,0,0,0,4,1,1,1,1,9,60,1,60,9,"2019-06-11","2019-09-20",1,1,1,2,2,"2019-06-11"
"2024-005","1591-001",2615,"308016720128","30801672",143.158679771565,949.228508587089,,2657.83982404385,300,308,30801,2,0,0,0,3,1,1,1,1,9,60,1,60,9,"2019-07-26","2019-10-19",2,1,2,2,2,"2019-07-26"
"2024-006","1591-001",2615,"308016720128","30801672",271.867070270413,949.228508587089,,2657.83982404385,300,308,30801,2,0,0,0,3,1,1,1,1,9,60,1,60,9,"2019-07-26","2019-10-19",2,1,2,2,2,"2019-07-26"
"2025-003","1591-003",2615,"308016720128","30801672",525.215739780985,189.845701717418,,2657.83982404385,300,308,30801,2,0,0,0,4,1,1,1,1,9,60,1,60,9,"2019-06-15","2019-09-19",2,1,2,1,2,"2019-06-12"
"2026-007","1591-007",2615,"308016720128","30801672",394.566411366615,189.845701717418,1328.91991202192,2657.83982404385,300,308,30801,2,0,0,0,6,1,1,1,1,9,10,1,10,9,"2019-06-10","2019-09-20",1,1,2,2,2,"2019-06-10"
"2027-001","1592-001",2616,"309010540225","30901054",951.459119814073,690.942284272445,,1658.26148225387,300,309,30901,2,0,0,0,11,2,2,1,1,9,60,1,60,9,"2019-06-24","2019-09-11",2,1,1,2,2,"2019-09-11"
"2027-011","1592-001",2616,"309010540225","30901054",194.116149600854,690.942284272445,,1658.26148225387,300,303,30302,2,5,5,5,4,4,2,1,1,,,1,34,16,,"2019-10-23",1,1,2,2,2,"2019-10-23"
